step,sim_time_s,phase,active_gate_index,gate_detected,gate_confidence,pose_confidence,tracking_error_m,x,y,z,vx,vy,vz,yaw_rad,ax_cmd,ay_cmd,az_cmd,yaw_rate_cmd
10,0.49999999999999994,approach,0,1,0.9995873857942823,0.94582423831397,1.5059613920355395,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.011275030582863,-0.007067202957382351,0.01880597770567828,0.0
11,0.5499999999999999,approach,0,1,0.9995943792553961,0.9151656918721771,1.5618686585010837,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.885115936506847,-0.005459199497381929,0.020752960034405753,0.0
12,0.6,approach,0,1,0.9996045477014335,0.9531631769952804,1.9200000000000002,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.19995633566852,-0.0032833800644637805,0.018867906434222596,0.0
13,0.65,approach,0,1,0.9996175124649955,0.9740676279565869,1.9554075029279971,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.103148314553815,-0.0025052508282520994,0.012669285174351617,0.0
14,0.7000000000000001,approach,0,1,0.9996328350380277,0.9267057722871739,1.9807170048588802,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.9240227773402863,-0.003665187477111848,0.00692432508820329,0.0
15,0.7500000000000001,approach,0,1,0.9996500437445319,0.8991516080887602,2.400000000000001,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199992816974132,7.186311449108114e-05,0.007767380600712323,0.0
16,0.8000000000000002,approach,0,1,0.9996634817619132,0.9443819512416454,2.4052614057321464,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199993811108331,0.0023265348562898085,0.006824506376661319,0.0
17,0.8500000000000002,approach,0,1,0.9996810207336524,0.9048386420289996,2.4001922007151437,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.968802150091675,0.003986848232821625,0.0037911154037951525,0.0
18,0.9000000000000002,approach,0,1,0.9996949891067537,0.8804706614556261,2.880000000000001,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199993961558355,-0.0061651016439245605,0.003565725043192097,0.0
19,0.9500000000000003,approach,0,1,0.9997122302158272,0.864303385481519,2.8542760023591627,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199997951713339,-0.004142680224713467,-0.00020929481631919974,0.0
20,1.0000000000000002,approach,0,1,0.9997318007662834,0.8525809734873573,2.8179969021448366,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.992457108955822,-0.006047030972269218,-0.0022183791247515202,0.0
21,1.0500000000000003,approach,0,1,0.99974775910995,0.9188060270174788,3.3600000000000003,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199998478958664,-0.0026754603030414684,-0.002370370663312574,0.0
22,1.1000000000000003,approach,0,1,0.9997669094693027,0.955238424120734,3.3031337661908315,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199990199662378,-0.0012433687518637524,-0.00898759000663232,0.0
23,1.1500000000000004,approach,0,1,0.9997839589522008,0.975283914794776,3.2359006276641398,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.021906767671892,-0.004012035520439227,-0.009148778351883482,0.0
24,1.2000000000000004,approach,0,1,0.9998039284338782,0.9863179209323105,3.8399999010907018,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199989554107013,-0.007393335520320687,-0.005751867684751091,0.0
25,1.2500000000000004,approach,0,1,0.9998212518752594,0.9923944198565673,3.7522951614797773,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199987461766201,-0.00641110769951656,-0.00801365738993398,0.0
26,1.3000000000000005,approach,0,1,0.9998398581600847,0.9957448670930442,3.654128501046519,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.052351293169833,-0.006432638698014834,-0.010259276823236364,0.0
27,1.3500000000000005,approach,0,1,0.999856432343742,0.8859464739721603,4.319999707734006,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199989809128255,-0.005450911641764273,-0.007476013716220854,0.0
28,1.4000000000000006,approach,0,1,0.9998742166618,0.9372139581824493,4.20103356163067,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.1999921823547215,-0.0017365204867858977,-0.007915343063950005,0.0
29,1.4500000000000006,approach,0,1,0.9998913233324924,0.9654187724996142,4.0715783889023385,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.073666796167711,-0.003873236739814161,-0.009454982432725398,0.0
30,1.5000000000000007,approach,0,1,0.9999082102640593,0.9809390194934109,4.799998970259238,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.19999380395708,-0.00018021574807783599,-0.00721209015686496,0.0
31,1.5500000000000007,approach,0,1,0.999923182441701,0.9894818928185595,4.649866761652126,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,4.199993893694217,-0.005098067413101152,-0.0050301729531331265,0.0
32,1.6000000000000008,approach,0,1,0.9999377777777778,0.99418704101162,0.5761630832079139,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199993324915161,-0.004256617711575533,-0.006160509212206683,0.0
33,1.6500000000000008,approach,0,1,0.9999506907694882,0.9967806834017889,0.5247914516265735,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.408640820361069,-0.004669761356846873,-0.007471793083567144,0.0
34,1.7000000000000008,align,0,1,0.999961623858995,0.9982121065868865,0.38095997703422735,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.5167225315042696,-0.0029961585071388345,-0.003875704207632548,0.0
35,1.7500000000000009,align,0,1,0.99997113997114,0.7256937126041084,0.24342004879543827,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.6121773060584954,-0.0037848654728997876,-0.0017706185853203402,0.0
36,1.800000000000001,align,0,0,0.0,0.7256937126041084,0.11225062139875726,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.695221003091261,-3.343290104055414e-05,-0.003908585704244271,0.0
37,1.850000000000001,align,0,0,0.0,0.7256937126041084,0.012266921301659095,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.7541745054960187,-0.003124638284724885,-0.0037796934113948,0.0
38,1.900000000000001,align,0,0,0.0,0.7256937126041084,0.1293384058493253,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.8000273358476,-0.0051445194732877494,-0.0030614214289356755,0.0
39,1.950000000000001,align,0,0,0.0,0.7256937126041084,1.0404609968456975,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.1999987260458225,-0.002631647710019289,-0.001943101592779102,0.0
40,2.000000000000001,align,0,0,0.0,0.7256937126041084,1.4601700113771583,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199998701146729,-0.0011125042415766069,-0.0031100964777062545,0.0
41,2.0500000000000007,align,0,0,0.0,0.7256937126041084,1.8615190486116482,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199998400390919,-0.002379834776225115,-0.002788028005106501,0.0
42,2.1000000000000005,align,0,0,0.0,0.7256937126041084,0.7731368230597501,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199999457812738,-0.0013992146738886415,-0.0016113879121332866,0.0
43,2.1500000000000004,align,0,0,0.0,0.7256937126041084,1.1610112951149265,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.1999994176881925,-0.001235485388007573,-0.0018343921860487543,0.0
44,2.2,align,0,0,0.0,0.7256937126041084,1.538350474752111,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199998564208683,-0.002728534092760281,-0.002148428892285934,0.0
45,2.25,align,0,0,0.0,0.7256937126041084,0.6011722676211804,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199998807564628,-0.0019430970148044118,-0.002498165264600983,0.0
46,2.3,align,0,0,0.0,0.7256937126041084,0.9572164275636754,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199998785593689,-0.0005097250186879927,-0.003152965578948885,0.0
47,2.3499999999999996,align,0,0,0.0,0.7256937126041084,1.3029042674218911,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199997935796364,0.0003132249558994948,-0.004152251968170931,0.0
48,2.3999999999999995,align,0,0,0.0,0.7256937126041084,0.5243617616523798,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.1999937965134535,0.0012689162112712233,-0.007106271888344124,0.0
49,2.4499999999999993,align,0,0,0.0,0.7256937126041084,0.8486768377521794,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199988753486825,4.5197582359356194e-05,-0.009719492855378625,0.0
50,2.499999999999999,reacquire_next,1,0,0.0,0.7256937126041084,1.1624392901327334,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.199989968383961,9.659478104022073e-05,-0.009179114529152366,0.0
51,2.549999999999999,reacquire_next,1,0,0.0,0.7256937126041084,1.9342841277736895,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.0990749120606247,2.6989917664991117,-0.02580440248802836,0.30000000000000027
52,2.5999999999999988,reacquire_next,1,0,0.0,0.7256937126041084,1.953593398822184,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,2.9198887000857785,2.6430020394136573,-0.02295982670383223,0.2775000000000001
53,2.6499999999999986,reacquire_next,1,0,0.0,0.7256937126041084,1.9649006463864909,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,2.74114461919349,2.581774261958298,-0.018973530260490687,0.25668749999999996
54,2.6999999999999984,reacquire_next,1,0,0.0,0.7256937126041084,2.8357245139182914,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.758867417151499,1.8737087345000845,-0.011459429955909855,0.2374359374999997
55,2.7499999999999982,reacquire_next,1,0,0.0,0.7256937126041084,2.8221721641899107,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.747757212304497,1.8958087717954955,-0.014999280078625414,0.21962824218749977
56,2.799999999999998,reacquire_next,1,0,0.0,0.7256937126041084,2.798144477556406,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.7348479002029746,1.9211002864094855,-0.016877556304896197,0.20315612402343763
57,2.849999999999998,reacquire_next,1,0,0.0,0.7256937126041084,3.7835425847517583,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.875540072763565,1.6186544850252271,-0.012116208627198623,0.1879194147216796
58,2.8999999999999977,reacquire_next,1,0,0.0,0.7256937126041084,3.7380951182372675,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.8704941075797117,1.630693566206556,-0.010670347851643345,0.1738254586175536
59,2.9499999999999975,reacquire_next,1,0,0.0,0.7256937126041084,3.682057691099082,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.863962520968435,1.6461244433167992,-0.008243401374370258,0.1607885492212371
60,2.9999999999999973,approach,1,1,0.9836108220603537,0.8195608344616284,0.19282839505881302,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.5017842298459025,1.9951260609481538,-0.02147841797037666,0.1487294080296444
61,3.049999999999997,approach,1,1,0.9836516248267364,0.8490289974154015,0.22505978385597414,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.5689555958310692,2.0113539001500107,-0.017017127692873724,0.13757470242742076
62,3.099999999999997,approach,1,1,0.9828617638310528,0.8797567489167686,0.3132908787353281,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-2.617291242709343,2.0213335260977585,-0.017283875311043154,0.12725659974536452
63,3.149999999999997,align,1,1,0.9785174203113416,0.8017513665832938,0.8083353276983645,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.21918430737180183,0.45751373508478366,0.0036974525569149173,0.11771235476446185
64,3.1999999999999966,align,1,0,0.0,0.8017513665832938,0.756285845319374,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.28800530576414507,0.38029408744134274,0.004602822749754057,0.10888392815712744
65,3.2499999999999964,align,1,0,0.0,0.8017513665832938,0.7044096668180632,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.3468589307005159,0.30375271856968633,0.007413523845576367,0.1007176335453428
66,3.2999999999999963,align,1,0,0.0,0.8017513665832938,0.4837590437428439,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.0077013735668283,0.11200571002810367,0.010015347001068339,0.09316381102944216
67,3.349999999999996,align,1,0,0.0,0.8017513665832938,0.4544883692645498,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.0216766294426498,0.053669795851487345,0.00904032933509108,0.08617652520223418
68,3.399999999999996,align,1,0,0.0,0.8017513665832938,0.4290787014732094,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.0309348458662988,-0.0056611114863438505,0.008641559371903454,0.07971328581206638
69,3.4499999999999957,align,1,0,0.0,0.8017513665832938,0.8903114214067148,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.184540441310954,-0.3600159479576504,0.0031324510021366564,0.07373478937616174
70,3.4999999999999956,align,1,0,0.0,0.8017513665832938,1.2273870340719937,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.183772027367221,-0.36885115917864564,0.0006673770668315178,0.06820468017294967
71,3.5499999999999954,align,1,0,0.0,0.8017513665832938,1.557433477558819,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.182943888446352,-0.3781273845091863,0.0003274042715788256,0.06308932915997811
72,3.599999999999995,align,1,0,0.0,0.8017513665832938,0.3521567679871946,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.130012319292081,-0.7635406364307082,0.001984695099171495,0.058357629472979955
73,3.649999999999995,align,1,0,0.0,0.8017513665832938,0.6677534062714708,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.129114190206028,-0.7683853209250102,-5.316190086510186e-05,0.05398080726250609
74,3.699999999999995,align,1,0,0.0,0.8017513665832938,0.97472436348521,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.128699422791937,-0.7706025439282692,0.0035770838419437218,0.049932246717818485
75,3.7499999999999947,align,1,0,0.0,0.8017513665832938,1.5745433737122672,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.062221744558439,0.4007393450928519,0.010095203347200333,0.04618732821398175
76,3.7999999999999945,align,1,0,0.0,0.8017513665832938,0.2693765876610437,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.0836879131374975,-0.9815555329111848,0.006462499992947177,0.042723278597933234
77,3.8499999999999943,align,1,0,0.0,0.8017513665832938,0.5655399299168261,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-4.084509973982285,-0.978136301905186,0.005258073267106442,0.03951903270308854
78,3.899999999999994,align,1,0,0.0,0.8017513665832938,0.8350750830063611,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,2.15578309308505,0.10677823780749202,0.0077172720143339184,0.03655510525035677
79,3.949999999999994,align,1,0,0.0,0.8017513665832938,0.8585143407763557,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,2.093124773712962,0.06801567833096916,0.006308034194688439,0.03381347235657994
80,3.999999999999994,align,1,0,0.0,0.8017513665832938,0.8780117489937731,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,2.0262675280202993,0.028370195546303323,0.007148720194031551,0.03127746192983638
81,4.049999999999994,align,1,0,0.0,0.8017513665832938,0.11191402841906573,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,0.5970856594428646,-0.2835896870814082,0.005546472267896219,0.028931652285099085
82,4.099999999999993,align,1,0,0.0,0.8017513665832938,0.11006863615843404,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,0.6034251448526182,-0.30097905844498507,0.009929530069357616,0.026761778363716404
83,4.149999999999993,align,1,0,0.0,0.8017513665832938,0.11453738786050863,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,0.6040377850610761,-0.3245063402787814,0.0033676203234326474,0.024754644986437757
84,4.199999999999993,align,1,0,0.0,0.8017513665832938,0.7414219038741037,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.8379702382231375,-0.632176154213728,0.006192760032990121,0.022898046612455092
85,4.249999999999993,reacquire_next,2,0,0.0,0.8017513665832938,0.724737169956086,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.7581491699132351,-0.6254384978551724,0.0068788745865875234,0.021180693116520377
86,4.299999999999993,reacquire_next,2,0,0.0,0.8017513665832938,0.7064498103440593,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.6790484600942115,-0.6171753508304529,0.008038821116304707,0.019592141132781515
87,4.3499999999999925,reacquire_next,2,0,0.0,0.8017513665832938,6.388805911659761,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.4024831360162544,-2.4594615737152443,0.11898435419469744,-0.5818772694521765
88,4.399999999999992,reacquire_next,2,0,0.0,0.8017513665832938,6.437791124470438,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.3861377245354936,-2.4819559614521296,0.11817747623734089,-0.5382364742432637
89,4.449999999999992,reacquire_next,2,0,0.0,0.8017513665832938,6.476845783341498,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,3.3693738477236006,-2.504676049439446,0.11797356331259144,-0.49786873867501913
90,4.499999999999992,reacquire_next,2,0,0.0,0.8017513665832938,0.45213088051822903,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.0854649163132826,-4.0492348679620225,0.25585718581580547,-0.4605285832743926
91,4.549999999999992,reacquire_next,2,0,0.0,0.8017513665832938,0.5572419125379701,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.1254318392446312,-4.03845675991994,0.2535156276669879,-0.4259889395288128
92,4.599999999999992,reacquire_next,2,0,0.0,0.8017513665832938,0.6761219732109642,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-1.1611008752525607,-4.0285127220610715,0.250858537187468,-0.3940397690641517
93,4.6499999999999915,reacquire_next,2,0,0.0,0.8017513665832938,1.3560232430346624,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.6007605096293928,-4.148378425211748,0.2646568557727923,-0.36448678638434084
94,4.699999999999991,reacquire_next,2,0,0.0,0.8017513665832938,1.4435957124874992,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.68005841939933,-4.136200017056518,0.26338178582763383,-0.33715027740551506
95,4.749999999999991,reacquire_next,2,0,0.0,0.8017513665832938,1.5316223609842388,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.7537190623904726,-4.123422981249286,0.26323087336875467,-0.3118640066001017
96,4.799999999999991,reacquire_next,2,0,0.0,0.8017513665832938,2.3063650924008163,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.5520648439810706,-4.154791071933419,0.27006583757023955,-0.28847420610509356
97,4.849999999999991,reacquire_next,2,0,0.0,0.8017513665832938,2.3813795073050055,21.449302200528244,-1.1210960231788154,0.2118858587511811,1.8775904874165887,-1.446025260775996,0.09735249916003923,-0.14475621179419987,-0.6381369560373279,-4.142540119814381,0.26859371002998333,-0.26683864064721186
